Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
GIANT PHARMACY-6255,801 SOUTH 25TH STREET,EASTON,PA,18045,Northampton,0,0,0,37,3467,72,POINT (-75.246701 40.677524)
GIANT PHARMACY-6079,"275 PAULINE DR, S YORK PLZ",YORK,PA,17402,York,22,0,0,393,1234,1171,
Everest Urgent Care-City of Chester,2600 W 9th St Unit E1,Chester,Pennsylvania,19013,Delaware,0,0,0,21,1010,4750,POINT (-75.393423 39.837076)
All Star Pediatrics,702 Gordon Dr,Exton,Pennsylvania,19341,Chester,0,0,0,79,369,130,POINT (-75.651812 40.063474)
WellSpan Internal Med Waynesboro,601 East Main Street Waynesboro Medical Office Building,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,98,1031,90,POINT (-77.568124 39.75093)
Kids Plus Pediatrics-Seven Fields,671D CASTLE CREEK DRIVE,Seven Fields,Pennsylvania,16046,Butler,0,6,20,512,35,3004,POINT (-80.065766 40.68419)
Wellspan Good Samaritan Hospital,252 S 4th Street,Lebanon,Pennsylvania,17042,Lebanon,3,2,0,104,1446,378,POINT (-76.417336 40.335914)
Wellspan Norman Drive Family Medicine,720 NORMAN DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,51,0,POINT (-76.417786 40.31356)
Community Health Net,1202 State Street Administration,Erie,Pennsylvania,16501,Erie,0,11,0,224,239,761,POINT (-80.081095 42.123249)
UPMC-McKeesport,1500 5th Avenue,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,55,461,676,POINT (-79.849218 40.3523)
AHN-SVMG FM HWP WEST,4247 West Ridge Road,Erie,Pennsylvania,16506,Erie,0,0,4,72,695,110,POINT (-80.171401 42.076955)
Eden Park Pediatrics-Lancaster,1725 A  Oregon Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,26,1546,40,POINT (-76.299902 40.071849)
Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,Jefferson,0,0,0,1115,4759,1945,POINT (-79.098359 41.175762)
SLPG-Monroe Family Practice,1581 North 9th Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,9,428,0,POINT (-75.250872 40.995017)
UPMC-CHANTZ BIEDRZYCKI ASSOC,100 Delafield Road,Pittsburgh,Pennsylvania,15215,Allegheny,0,0,0,42,900,666,POINT (-79.897409 40.489071)
The Medicine Shoppe-Clarion,100 Liberty St,Clarion,Pennsylvania,16214,Clarion,0,0,0,0,531,0,POINT (-79.392015 41.218667)
MNPG Green Tech Family Medicine,2520 Green Tech Dr,State College,Pennsylvania,16803,Centre,0,0,0,0,634,0,POINT (-77.918776 40.813498)
PHN-Clarion Community Health Center,30 Pinnacle Drive,Clarion,Pennsylvania,16214,Clarion,0,0,0,34,407,0,
UPMC CCP Pittsburgh Ped Shadyside,4923 Centre Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,1497,230,POINT (-79.945462 40.453854)
Pennridge Pediatric Associates,711 Lawn Avenue Bldg 2,Sellersville,Pennsylvania,18960,Bucks,0,0,4,683,1081,3397,POINT (-75.324138 40.362548)
CCMH-Port Allegany Health Center,45 Pine Street,Port Allegany,Pennsylvania,16743,McKean,0,0,0,0,17,0,POINT (-78.27966 41.813876)
Integrated Med Grp PC Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,72,2970,110,POINT (-76.395667 40.558478)
VDI-Linmas Drugs Inc,603 Main St,Emlenton,Pennsylvania,16373,Venango,0,0,0,0,316,0,POINT (-79.710074 41.177198)
AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,BETHLEHEM,PA,18018,Lehigh,5,0,0,59,3253,948,POINT (-75.418335 40.626563)
Geisinger Community Medical Center,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,0,467,40,POINT (-75.645774 41.400642)
VDI-Tri Valley Pharmacy-Pine Grove,101 S. Tulpehocken Street,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,175,2143,POINT (-76.38513 40.550322)
AHN-SVMG FM HWP Eastside Pavilion,4950 Buffalo Road,Erie,Pennsylvania,16510,Erie,0,0,0,0,430,0,POINT (-79.990278 42.152469)
The Wright Center-Mid Valley,5 South Washington Avenue,Jermyn,Pennsylvania,18433,Lackawanna,0,0,0,118,4975,0,POINT (-75.547511 41.516304)
UPMC-CCP-Rochester,300 Brighton Avenue,Rochester,Pennsylvania,15074,Beaver,0,0,0,33,2170,228,POINT (-80.287132 40.702541)
LVPG Pediatrics-Whitehall,3691 Crescent Court,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,0,624,0,POINT (-75.496432 40.653172)
Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,661,4165,POINT (-79.989908 40.430887)
Hilltop Pharmacy,818 E. Warrington Ave,Pittsburgh,Pennsylvania,15210,Allegheny,0,0,0,0,4190,3953,POINT (-79.992935 40.421802)
VDI-Duncansville Pharmacy Inc,1328 Third Ave PO Box 126,Duncansville,Pennsylvania,16635,Blair,0,0,0,3956,140,1506,
FalconER Urgent Care Cranberry Twp,1241 Freedom Rd,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,484,519,282,POINT (-80.117265 40.6823)
Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,1366,4,POINT (-76.961386 40.539645)
WellSpan Family Medicine-Cross Keys,2900 Carlisle Pike,New Oxford,PA,17350,Adams,0,0,0,0,643,0,POINT (-77.023276 39.865695)
GIANT PHARMACY-6273,600 E LANCASTER AVE,Reading,Pennsylvania,19607,Berks,0,0,0,85,2968,450,POINT (-75.95602 40.30843)
SCI-Muncy,6454 Route 405 HWY,Muncy,Pennsylvania,17756,Lycoming,0,0,0,1,25,81,POINT (-76.817133 41.200643)
AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,Conshohocken,Pennsylvania,19428,Montgomery,0,0,0,615,1929,312,POINT (-75.284956 40.093887)
GIANT PHARMACY-6463,173 HOLLY ROAD,GILBERTSVILLE,PA,19525,Montgomery,0,0,0,294,1923,14,POINT (-75.620261 40.334647)
Scranton Pharmacy,311 Mulberry St,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,20,589,57,POINT (-75.663224 41.411696)
Sloans Mountville Pharmacy,2 COLLEGE AVE,Mountville,Pennsylvania,17554,Lancaster,0,0,0,0,0,20,POINT (-76.428237 40.039504)
Berks County SHC,625 Cherry Street,Reading,Pennsylvania,19602,Berks,0,0,0,12,370,0,POINT (-75.924458 40.334634)
CHOP Care Network-Pottstown,1590 Medical Drive,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,204,1578,624,POINT (-75.612906 40.239605)
UPMC-SH Family Medicine McElhattan,1 Outlet Lane,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,217,100,POINT (-77.356405 41.152833)
GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,HAVERTOWN,PA,19083,Delaware,6,0,0,97,1985,221,POINT (-75.298891 39.966478)
AHOLD USA-GIANT PHARMACY-6447,2300 LINGLESTOWN RD,HARRISBURG,PA,17110,Dauphin,0,5,0,28,1308,95,POINT (-76.860778 40.329422)
Adzema Pharmacy,8105 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,11,2200,0,POINT (-80.03868 40.554759)
GIANT PHARMACY-6310,830 NORTH US 15,DILLSBURG,PA,17019,York,0,0,0,23,1597,0,POINT (-77.020415 40.130365)
Hampton Pharmacy and Wellness,4678 William Flynn Highway,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,2221,328,POINT (-79.947983 40.59244)
MLHC-Family Medicine in Paoli,250 W. Lancaster Avenue SU 340,Paoli,Pennsylvania,19301,Chester,0,0,0,0,124,0,
LGH-Lititz Family Medicine,562 West 2nd Avenue,Lititz,Pennsylvania,17543,Lancaster,0,0,0,48,690,250,POINT (-76.315861 40.153082)
Perry Physicians PC,4570 Valley Rd,Shermans Dale,Pennsylvania,17090,Perry,0,0,0,94,919,517,POINT (-77.158676 40.319298)
Tower Health-Exeter Int Med THMG,4885 DeMoss Road,Reading,Pennsylvania,19606,Berks,0,0,0,0,573,54,POINT (-75.856382 40.305944)
LVPG Pediatrics-Lehighton,363 N 1st Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,18,721,0,POINT (-75.709452 40.838651)
LVPG Pediatrics-Laurys Station,5649 Wynnewood Drive,Laurys Station,Pennsylvania,18059,Lehigh,0,0,0,17,1500,0,POINT (-75.535107 40.727653)
Guthrie Clinic Athens,412 South Main Street,Athens,Pennsylvania,18810,Bradford,7,0,1,5,711,6,POINT (-76.518271 41.956883)
LGH Express at Crooked Oak,1605 Lititz Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,514,0,POINT (-76.307281 40.067666)
LVPG Pediatrics-Trexlertown,6900 Hamilton Blvd PO Box 60,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,3,1704,110,POINT (-75.594111 40.551734)
CHOP Care Network-Media,1021 West Baltimore Pike,Media,Pennsylvania,19063,Delaware,0,0,0,7,4456,210,POINT (-75.425869 39.915021)
LGH-WALTER L. AUMENT FAMILY HC,317  Chestnut Street,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,1,171,0,POINT (-76.169728 39.892618)
Village Shires Pharmacy,1464 Buck Road,Holland,Pennsylvania,18966,Bucks,0,0,0,20,3586,134,POINT (-74.955965 40.2036)
WellSpan Internl Med St.Charles Wy,370 St. Charles Way,York,Pennsylvania,174024647,York,6,0,0,45,661,0,POINT (-76.694812 39.927012)
Altoona Arth and Osteop Cntr,175 Meadowbrook Lane,Duncansville,Pennsylvania,16635,Blair,0,0,0,0,2039,82,POINT (-78.417164 40.435193)
SCI-Albion,10745 Route 18,Albion,Pennsylvania,16475,Erie,1,0,0,0,825,250,POINT (-80.368242 41.878157)
Giant Pharmacy-6,136 Kline Village,Harrisburg,Pennsylvania,17104,Dauphin,0,0,0,0,460,0,POINT (-76.840601 40.27153)
AHOLD USA-GIANT PHARMACY-6081,70 S LOCUST ST,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,85,3163,174,POINT (-75.981659 40.95324)
UPMC-Urgent Care at Natrona Heights,1870 BROADVIEW BLVD,NATRONA HEIGHTS,Pennsylvania,15065,Allegheny,0,0,0,0,100,0,POINT (-79.7231 40.62476)
The Wright Center-Kingston Clinic,2 Sharpe St,Kingston,Pennsylvania,18704,Luzerne,0,0,0,6,1290,80,POINT (-75.888458 41.269781)
GIANT PHARMACY-6267,44 NATURAL SPRINGS ROAD,GETTYSBURG,PA,17325,Adams,0,0,0,49,1378,24,POINT (-77.207503 39.837674)
VDI-See Right Pharmacy,2647 N 6th St,Harrisburg,Pennsylvania,17110,Dauphin,0,12,0,545,181,100,POINT (-76.894574 40.289837)
MLHC-Primary Care in Concordville,1020 Baltimore Pike,Glen Mills,PA,19342,Delaware,0,0,0,157,41,0,POINT (-75.538144 39.882943)
GIANT PHARMACY-6324,4001 NEW FALLS RD,LEVITTOWN,PA,19056,Bucks,0,0,0,42,2563,324,POINT (-74.886105 40.133238)
Main Line Health-Riddle Memorial Hospital,1068 W. BALTIMORE PIKE PHARMACY DEPARTMENT,Media,Pennsylvania,19063,Delaware,0,0,0,6,508,0,POINT (-75.429889 39.914319)
GIANT PHARMACY-6446,4655 PERKIOMEN AVENUE,READING,PA,19606,Berks,0,0,0,0,2827,345,POINT (-75.862764 40.307474)
St. Lukes Coopersburg Pediatrics,5425 Lanark Road,Center Valley,Pennsylvania,18034,Lehigh,0,0,0,0,666,0,POINT (-75.408349 40.533223)
FME West Branch,7095 West Branch Highway,Lewisburg,Pennsylvania,17837,Union,0,0,0,0,37,0,POINT (-76.887579 40.976569)
Susquehanna FHC,401 Broad Avenue,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,4,653,0,POINT (-75.594533 41.946361)
Crozer-Chester Medical Center,1 Medical Center Blvd Department of Pharmacy,Upland,Pennsylvania,19013,Delaware,5,0,0,89,250,8337,POINT (-75.369731 39.855635)
AHN AC FM JRMC MCMURRAY,455 VALLEY BROOK RD,Mc Murray,Pennsylvania,15317,Washington,0,0,0,0,2,0,POINT (-80.085102 40.279583)
Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,61,1128,0,POINT (-77.627048 39.976763)
Giant (Martins) Pharmacy 6523,2180 West Chester Pike,Broomall,Pennsylvania,19008,Delaware,0,0,0,113,261,359,POINT (-75.344929 39.979146)
WellSpan Fam Med-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,4,887,66,POINT (-76.983569 39.938265)
LVPG Pediatrics Richland Township,320 West Pumping Station Road,Quakertown,Pennsylvania,18951,Bucks,0,0,0,28,1334,122,POINT (-75.368575 40.459107)
AHN-SVMG Elk Valley Medical Center,5165 Imperial Parkway Elk Valley Medical Center,Girard,Pennsylvania,16417,Erie,0,0,0,0,211,0,
Haydens Pharmacy,505 NORTH FOURTH STREET EXCELA MEDICAL BUILDING,Youngwood,Pennsylvania,15697,Westmoreland,0,0,0,18,828,2817,POINT (-79.574993 40.246111)
WellSpan Fam Med-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,0,793,126,POINT (-76.6304 39.996389)
LVPG Pediatrics-Center Valley,3800 Sierra Circle,Center Valley,Pennsylvania,18034,Lehigh,0,0,0,36,1384,0,POINT (-75.425194 40.551169)
VDI-Livingston Pharmacy,550 Miller Ave,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,3054,190,POINT (-79.883127 40.293571)
GIANT PHARMACY-6453,330 MARKETPLACE BOULEVARD,SELINSGROVE,PA,17870,Snyder,0,0,0,0,2674,0,POINT (-76.834846 40.841273)
CHOP Care Network-Springfield,1001 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,6,3468,264,POINT (-75.341483 39.914651)
UPMC-Lakeshore Family Practice,5241 Buffalo Road,Erie,Pennsylvania,16510,Erie,0,0,0,10,175,0,POINT (-79.982106 42.155837)
Horsham Square Pharmacy,575 Horsham Road Unit C20,Horsham,Pennsylvania,19044,Montgomery,4,0,0,0,2567,510,POINT (-75.146415 40.188588)
Allied Services Pharmacy,100 Abington Executive Park,Clarks Summit,Pennsylvania,18411,Lackawanna,0,3,9,26,95,0,POINT (-75.708845 41.475928)
FHP Pharmacy Services,550 Locust Street,Saint Michael,Pennsylvania,15951,Cambria,0,0,0,340,884,658,POINT (-78.755168 40.333292)
Pediatric Associates of Kingston,451 3rd Avenue Suite 1,Kingston,Pennsylvania,18704,Luzerne,0,0,0,185,2731,3013,POINT (-75.881813 41.259751)
Brownsville Family Pharmacy,27 Market St,Brownsville,Pennsylvania,15417,Fayette,0,0,0,14,5842,489,POINT (-79.887259 40.021999)
UPMC-Cole Pediatrics,1001 East 2nd Street,Coudersport,Pennsylvania,16915,Potter,0,0,0,0,802,0,POINT (-77.979711 41.77065)
North Side Christian Health Center,816 Middle Street,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,9,3388,466,POINT (-79.999614 40.455241)
AHOLD USA-GIANT PHARMACY-6504,300 Lincoln Ave,East Stroudsburg,Pennsylvania,18301,Monroe,0,6,0,8,2855,421,POINT (-75.183418 40.992021)
GIANT PHARMACY-6455,3560 ROUTE 611,BARTONSVILLE,PA,18321,Monroe,0,0,0,314,2949,836,POINT (-75.273235 41.002248)
GIANT PHARMACY-6422,4320 5TH STREET HWY,Temple,Pennsylvania,19560,Berks,0,0,0,85,2689,863,POINT (-75.927597 40.399666)
JTECS Inc,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,305,0,POINT (-76.45164 40.994486)
UPMC-CCP-Huntingdon,10663 Raystown Road,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,0,964,198,POINT (-78.058373 40.474345)
FME Fam Med Evangelical Selins,935 Route 522,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,94,0,POINT (-76.876778 40.807672)
LGH-Manheim Family Medicine,700 Lancaster Road,Manheim,Pennsylvania,17545,Lancaster,0,0,0,29,318,190,POINT (-76.381345 40.149632)
Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,213,978,112,POINT (-76.362954 40.046823)
SCI-Pine Grove,189 Fyock Rd,Indiana,Pennsylvania,15701,Indiana,0,0,0,27,153,200,POINT (-79.102542 40.647461)
Irwin Primary Care (Irwin),7546 Route 30 1st floor,Irwin,Pennsylvania,15668,Westmoreland,0,0,0,0,463,0,POINT (-79.663048 40.311651)
HVMG-Heritage Valley Convenience Ctr,79 Wagner Road,Monaca,Pennsylvania,15061,Beaver,0,0,0,30,454,20,POINT (-80.313132 40.679347)
VDI-Thompson Pharmacy Altoona,602 E CHESTNUT AVE,ALTOONA,PA,16601,Blair,0,0,0,221,1656,96,POINT (-78.387468 40.53123)
SLUHN-Anderson Campus,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,0,0,0,6,126,0,
AHN SVMG WESTMINSTER FAM PRAC,3822 Colonial Ave.,Erie,Pennsylvania,16506,Erie,0,0,0,15,492,54,POINT (-80.15696 42.068534)
GIANT PHARMACY-6052,993 WAYNE AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,0,0,111,1525,40,POINT (-77.653154 39.914057)
McCracken Pharmacy,595 east high street,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,324,118,POINT (-80.179359 39.896359)
Salib Oncology and Hematology,3465 NAZARETH ROAD,Easton,Pennsylvania,18045,Northampton,0,10,0,1298,147,218,POINT (-75.275191 40.705905)
Helping Hands Pediatrics-New Castle,26 Nesbitt Rd,New Castle,Pennsylvania,16105,Lawrence,0,0,0,0,598,50,POINT (-80.354939 41.055629)
AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,HELLERTOWN,PA,18055,Northampton,0,6,0,1,3102,515,POINT (-75.339414 40.562859)
Advocare Childrens Medic Assoc,1510 Chester Pike,Eddystone,Pennsylvania,19022,Delaware,0,0,0,0,2074,0,POINT (-75.337073 39.863887)
Sto-Rox Family Health Center,710 Thompson Avenue,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,702,469,185,POINT (-80.062439 40.464995)
Hatboro Pediatrics PC,483 E County Line Rd,Hatboro,Pennsylvania,19040,Montgomery,0,0,0,329,5004,5189,POINT (-75.081464 40.177281)
Cranberry Internal Medicine Mars,6998 Crider Rd,Mars,Pennsylvania,16046,Butler,0,0,0,0,146,0,POINT (-80.040814 40.697465)
Pinnacle Health Int Med Union Dep,805 Sir Thomas Ct 1st Floor,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,43,53,0,POINT (-76.823044 40.282113)
MLHC-Womens PC King of Prussia,120 Valley Green Road,King of Prussia,Pennsylvania,19406,Montgomery,0,0,0,20,374,0,POINT (-75.41062 40.08794)
Bryn Mawr Pediatrics,600 Haverford Road,Haverford (Part-Delaware),Pennsylvania,19041,Delaware,0,0,0,0,639,0,POINT (-75.314263 40.009607)
Newport Pharmacy,57 S 2nd St,Newport,Pennsylvania,17074,Perry,0,0,0,53,1866,1814,POINT (-77.129623 40.476712)
Village Family Medicine,93 West Devon Drive,Exton,Pennsylvania,19341,Chester,0,0,0,2,20,2046,POINT (-75.666027 40.045024)
Hatboro Medical Associates,345 N YORK RD PO BOX 606,Hatboro,Pennsylvania,19040,Montgomery,0,0,0,837,266,246,POINT (-75.104791 40.182948)
AHN-AC FM PRIME MEDICAL GROUP-Rostraver,1645 Rostraver Road,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,11,419,32,POINT (-79.806154 40.175748)
GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,EXTON,PA,19341,Chester,0,5,0,55,4353,67,POINT (-75.629303 40.033337)
EasyRx at Holy Redeemer Hosp,1648 Huntingdon Pike,Meadowbrook,Pennsylvania,19046,Montgomery,60,0,0,28,379,1020,POINT (-75.081101 40.108944)
PHN-Punxsutawney Community HC,200 Prushnok Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,23,277,10,POINT (-78.961583 40.945909)
Corry Mem Hosp Rural Hlth Clinic,965 Shamrock Lane Rural Health Clinic,Corry,Pennsylvania,16407,Erie,0,0,0,14,789,0,POINT (-79.613005 41.935196)
Chester County Pediatrics-Avondale,915 Gap Newport Pike,Avondale,Pennsylvania,19311,Chester,0,0,0,0,1533,444,POINT (-75.795579 39.835368)
Evergreen Pharmacy II Inc,702 Dekalb Pike,Blue Bell,Pennsylvania,19422,Montgomery,0,0,0,1243,2683,1369,POINT (-75.287013 40.170082)
Genesis Medical Associates Inc,8150 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,8,1922,438,POINT (-80.038875 40.555375)
UPMC RHMS Harborcreek Fam Phy,5241 Buffalo Road,Erie,Pennsylvania,16510,Erie,0,0,0,11,247,0,POINT (-79.982106 42.155837)
GIANT PHARMACY-6074,3015 W EMAUS AVE,Allentown,Pennsylvania,18103,Lehigh,0,0,0,43,2388,0,POINT (-75.481719 40.55774)
MNPG Philipsburg,1061 North Front Street,Philipsburg,Pennsylvania,16866,Centre,0,0,0,0,642,6,POINT (-78.2328 40.904092)
GIANT PHARMACY-6331,5301 SIMPSON FERRY ROAD,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,20,1838,16,POINT (-76.993709 40.215617)
PMA-Family Practice PC Penn Hills,310 Rodi Road,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,0,753,0,POINT (-79.823874 40.460699)
Wellspan Fam Med West Cornwall,101 Fairview Circle,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,1,760,0,POINT (-76.43445 40.281302)
GIANT PHARMACY-6484,1605 LITITZ PIKE,LANCASTER,PA,17601,Lancaster,0,0,0,15,2296,276,POINT (-76.307281 40.067666)
Lanc Pediatric Assoc-Willow Street,222 Willow Valley Lakes Dr,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,23,1329,222,POINT (-76.273721 39.986512)
WellSpan Family Medicine-Wheatlyn,235 Rosedale Dr,Manchester,PA,17345,York,0,0,0,21,791,6,POINT (-76.72569 40.049339)
Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,1018,569,1902,POINT (-75.081101 40.108944)
Hiebers Pharmacy,3500 Fifth Ave Suite 101,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,736,2093,POINT (-79.960036 40.440635)
FPC Lewisburg Fam Prac Cntr,131 JPM Road Suite A,Lewisburg,Pennsylvania,17837,Union,0,0,0,52,1380,40,POINT (-76.891814 40.976035)
Diamond Drugs Inc dba Dia Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,4718,0,POINT (-79.17264 40.608774)
Whitemarsh Pharmacy,553 Germantown Pike,Lafayette Hill,Pennsylvania,19444,Montgomery,1,0,0,104,1737,701,POINT (-75.251551 40.086113)
AHN-AC Crafton Medical Associates,1 Walsh Road Crafton-Ingram Shopping Center,Pittsburgh,Pennsylvania,15205,Allegheny,6,0,0,34,573,16,
MLHC-Goshen Family Practice,1161 McDermott Drive,West Chester,Pennsylvania,19380,Chester,0,0,0,0,19,0,POINT (-75.588113 39.997299)
CENTERVILLE CLINICS-FAIRCHANCE,93 N Morgantown Road,Fairchance,Pennsylvania,15436,Fayette,0,0,0,22,627,0,POINT (-79.753382 39.826272)
GIANT PHARMACY-6055,325 W  FREEDOM AVENUE,Burnham,Pennsylvania,17009,Mifflin,0,0,0,306,1071,500,POINT (-77.575044 40.629038)
GIANT PHARMACY-6117,10 NEWPORT ROAD,LEOLA,PA,17540,Lancaster,0,0,0,96,1020,498,POINT (-76.190375 40.087067)
LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor CityGate Corporate Center,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,45,1112,12,
Grane Supply Inc West Chester,550 E Union St,West Chester,Pennsylvania,19382,Chester,0,12,0,582,416,2571,POINT (-75.593667 39.960911)
Giant Pharmacy-6279,277 Hershey Road,Hummelstown,Pennsylvania,17036,Dauphin,0,0,0,14,582,0,POINT (-76.698205 40.311637)
ALMA ILLERY MEDICAL CENTER,7227 HAMILTON AVE,Pittsburgh,Pennsylvania,15208,Allegheny,0,0,0,127,1009,110,POINT (-79.896792 40.454465)
Wellspan Pediatrics-Queen St,2050 South Queen Street,York,Pennsylvania,17403,York,0,0,0,0,263,0,POINT (-76.694331 39.938914)
AHOLD USA-GIANT PHARMACY-6087,2415 E MARKET STREET,YORK,PA,17402,York,0,0,0,228,1214,100,POINT (-76.678572 39.974533)
LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,45,1112,12,POINT (-76.314722 40.064649)
CHOP Care Network-Chadds Ford,1766 Wilmington Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,14,4236,19,POINT (-75.544689 39.873551)
Yorktown Pharmacy,8110 Old York Road,Elkins Park,Pennsylvania,19027,Montgomery,0,0,0,4,2144,948,POINT (-75.127344 40.077038)
Wellspn Fam Med Hlth Campus Bldg 2,12 St. Paul Drive Building 2,Chambersburg,Pennsylvania,17201,Franklin,0,0,37,62,742,114,POINT (-77.634763 39.943292)
Redners Pharmacy #20,5471 Pottsville Pike,Leesport,Pennsylvania,19533,Berks,0,0,0,33,315,0,POINT (-75.952021 40.442806)
UPMC-CCP-Moon,1600 Coraopolis Heights Road,Moon Township,Pennsylvania,15108,Allegheny,0,0,0,0,16,0,POINT (-80.206799 40.499054)
Lockman and Lubell Ped Assoc,240 New York Drive,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,1133,1084,550,POINT (-75.199518 40.138944)
Ricardo T. Carter M.D.,310 Electric Avenue,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,152,0,POINT (-77.567461 40.6163)
SUNSHINE PEDIATRICS,625 WEST RIDGE PIKE BUILDING A,Conshohocken,Pennsylvania,19428,Montgomery,0,0,0,1,127,70,POINT (-75.29774 40.096953)
