,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Total Wastage,Georeferenced Latitude & Longitude
896,The Hometown Pharmacy-Center,3589 BRODHEAD RD,Monaca,Pennsylvania,15061,Beaver,0,0,0,0,930,0,930,-80.31634 40.658601
897,Union County SHC,1610 Industrial Blvd.,Lewisburg,Pennsylvania,17837,Union,0,0,0,23,0,0,23,-76.903139 40.960266
898,Evergreen Pharmacy II Inc,702 Dekalb Pike,Blue Bell,Pennsylvania,19422,Montgomery,0,0,0,273,545,616,1434,-75.287013 40.170082
899,Wilkes Barre Municipal Hlth Dept,Kirby Health Center 71 North Franklin Street,Wilkes Barre,Pennsylvania,18701,Luzerne,0,0,0,6,122,0,128,
900,Lancaster County SHC,1661 Old Philadelphia Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,2,0,0,2,-76.266184 40.039021
901,Mercer County SHC,25 McQuiston Drive,Jackson Center,Pennsylvania,16133,Mercer,0,0,0,0,0,50,50,-80.162334 41.265109
902,Saxonburg Drug,115 Pittsburgh Street,Saxonburg,Pennsylvania,16056,Butler,0,0,0,18,57,0,75,-79.81417 40.74967
903,Monroe County SHC,1972 West Main Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,5,100,105,-75.226481 40.981977
904,Guthrie Clinic Mansfield,63 South Main Street,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,74,0,74,-77.077395 41.805331
905,UPMC Passavant McCandless,9100 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,31,5,0,271,46,101,454,-80.016518 40.568235
906,Aston Pharmacy Home Health Center,10 Scheivert Ave,Aston,Pennsylvania,19014,Delaware,1,0,0,1,0,0,2,-75.41769 39.8643
907,Bucks County HD Levittown  Office,7321 New Falls Rd,Levittown,Pennsylvania,19055,Bucks,0,0,0,15,0,0,15,-74.852848 40.156355
908,East Suburban Pediatrics-Norwin,40 Lincoln Way,North Huntingdon,Pennsylvania,15642,Westmoreland,0,0,0,46,39,0,85,-79.741421 40.330707
909,Elkland Laurel Health Center,103 Forestview Drive,Elkland,Pennsylvania,16920,Tioga,0,0,0,0,60,0,60,-77.314704 41.985638
910,Delta Medix PC,300 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,82,111,0,193,-75.667364 41.408249
911,Adagio Health-Erie,3530 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,29,318,580,927,-80.080305 42.099793
912,Keystone Pediatrics-Chambersburg,830 5th Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,275,136,0,411,-77.644983 39.945106
913,Ped Med Assocs of NTN ABG PC,160 W.Germantown Pike,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,39,0,90,129,-75.322881 40.146203
914,Ellwood City Primary Care,1673  State Route 65,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,9,0,9,-80.275947 40.843071
915,UPMC Magee Womens Hospital,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,620,0,620,-79.959546 40.437077
916,GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,Danville,Pennsylvania,17822,Montour,2,0,0,1139,61,228,1430,-76.60622 40.969585
917,Fulton County Medical Center,Fulton County Medical Center 214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,0,0,134,29,0,163,
918,AHN-AC FM DEER LAKES-CHESWICK,1304 Pittsburgh Street,CHESWICK,PA,150241447,Allegheny,0,0,0,0,15,0,15,-79.801308 40.541135
919,UPMC Western Psych Inst and Clinic,3811 O'Hara Street,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,8,34,5,47,-79.959784 40.443278
920,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,2105,0,2105,-79.957735 40.321833
921,SCI-Houtzdale,PO Box 1000 209 Institution Drive,Houtzdale,Pennsylvania,16698,Clearfield,0,0,0,0,102,0,102,
922,Wellspan Fam Medic Norman Dr,720 NORMAN DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,27,157,0,184,-76.417969 40.313575
923,All Star Pediatrics,702 Gordon Dr,Exton,Pennsylvania,19341,Chester,0,0,0,5,9,0,14,-75.651812 40.063474
924,Genoa Healthcare 00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,0,48,0,48,-80.254028 40.171386
925,LVPG Fam Medic Peds Hambrg,700 Hawk Ridge Drive,Hamburg,Pennsylvania,19526,Berks,0,0,0,8,22,0,30,-75.975007 40.544785
926,Eden Park Pediatrics-Brownstown,4221 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,122,0,122,-76.215964 40.13184
927,Yough Valley Pharmacy,511 Williams Street,Confluence,PA,15424,Somerset,0,0,0,0,48,0,48,-79.356877 39.811686
928,Gettysburg Family Practice,524 S Washington Street,Gettysburg,PA,17325,Adams,0,0,0,249,0,0,249,-77.233227 39.824074
929,UPMC-Mercy Hospital of Pittsburgh,1400 Locust Street,Pittsburgh,Pennsylvania,15219,Allegheny,14,6,0,149,1012,186,1367,-79.985623 40.436831
930,GIANT PHARMACY-6539,5005 JONESTOWN RD,Harrisburg,Pennsylvania,17112,Dauphin,0,0,0,2,467,6,475,-76.805215 40.306833
931,Nemours DuPont Ped Concordvil,1020 Baltimore Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,0,14,0,14,-75.538143 39.882943
932,GIANT PHARMACY-6117,10 NEWPORT ROAD,LEOLA,PA,17540,Lancaster,0,0,0,96,279,0,375,-76.190108 40.086787
933,GIANT PHARMACY-6065,1360 COLUMBIA AVENUE,LANCASTER,PA,17603,Lancaster,1,0,0,607,337,0,945,-76.340701 40.038209
934,LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,23,85,0,108,-76.314631 40.064599
935,Cornerstone Pharmacy,41 Easton Rd,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,51,0,0,51,-75.116445 40.142395
936,GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,Chester,0,0,0,81,1351,3,1435,-75.875122 39.824105
937,Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,Thorndale,Pennsylvania,19372,Chester,0,0,0,0,773,0,773,-75.752443 39.99494
938,Chester County Pediatrics-Exton,690 West Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,0,1523,440,1963,-75.663885 40.021548
939,EAST NORRITON PHARMACY,215 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,0,1929,900,2829,-75.323482 40.146344
940,Yorke Pharmacy,5524 new falls road,Levittown,Pennsylvania,19056,Bucks,0,0,0,63,22,0,85,-74.871435 40.143257
941,FPC-Enola Family Practice Center,30 E SHADY LN,Enola,Pennsylvania,17025,Cumberland,0,0,0,15,15,0,30,-76.930099 40.298252
942,UPMC-MAGEE WOMENS HOSPITAL,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,8,2,0,596,175,0,781,-79.959546 40.437077
943,Dialysis Clinic Inc. Mount Pleasant,20 E MAIN ST,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,15,0,0,15,-79.533853 40.147704
944,AHN-AC IM Pine Hollow Med Assoc,133 Church Hill Road Robinson Medical Center,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,5,84,0,89,
945,UPMC Wellsboro,32-36 Central Ave UMC Wellsboro Pharmacy,Wellsboro,Pennsylvania,16901,Tioga,3,6,0,151,1,115,276,-77.298997 41.745192
946,Delaware County Memorial Hospital,501 N. Lansdowne Ave Department of Pharmacy,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,19,194,2009,2222,-75.283921 39.953877
947,Smartmed Prescription Center,233 E High St,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,477,28,0,505,-77.183011 40.200964
948,Susquehanna Wellness Clinic,28944 Frenchville Karthaus Hwy,Frenchville,Pennsylvania,16836,Clearfield,0,0,0,48,78,0,126,-78.218719 41.102641
949,The Wright Center-Kingston Clinic,2 Sharpe St,Kingston,Pennsylvania,18704,Luzerne,0,0,0,6,218,80,304,-75.888458 41.269781
950,Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,0,0,499,106,842,1452,-75.119382 40.118945
951,AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,HELLERTOWN,PA,18055,Northampton,0,6,0,0,1149,227,1382,-75.339414 40.562858
952,SCI-Fayette,50 overlook drive,Labelle,Pennsylvania,15450,Fayette,0,0,0,0,3,50,53,-79.987761 39.99723
953,Wellspn Fam Med Bannister St,1575 Bannister St,York,Pennsylvania,17404,York,0,0,0,0,132,0,132,-76.762935 39.960731
954,Greentree Medical Associates,651 Holiday Drive Foster Plaza Bldg #5,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,0,218,0,218,
955,Sto-Rox Family Health Center,710 Thompson Avenue,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,414,38,40,492,-80.062439 40.464995
956,GIANT PHARMACY-6535,10000 SHANNONDELL DRIVE,AUDUBON,PA,19403,Montgomery,0,0,0,15,12,0,27,-75.411086 40.13242
957,VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,0,773,0,773,-78.735743 40.481057
958,GIANT PHARMACY-6106,6542 LOWER YORK RD,New Hope,Pennsylvania,18938,Bucks,0,0,0,13,908,0,921,-74.977248 40.359166
959,GIANT PHARMACY-6306,2130 PALOMINO ROAD,DOVER,PA,17315,York,0,0,0,328,476,0,804,-76.840522 39.994783
960,SLUHHN-Miners,360 W. Ruddle St,Coaldale,Pennsylvania,18218,Schuylkill,0,0,0,11,5,0,16,-75.914152 40.821619
961,AHN AC FM Squirrel Hill Prim Cre,5889 Forbes Ave,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,0,59,0,59,-79.919554 40.438044
962,Tyrone Hosp,187 Hospital Drive,Tyrone,Pennsylvania,16686,Blair,0,0,0,9,9,160,178,-78.252302 40.674843
963,Excela Health Latrobe Hospital,One Mellon Way,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,229,28,1665,1922,
964,FKC Chadds Ford,291 Wilmington West Chester Pike,Chadds Ford,Pennsylvania,19317,Delaware,0,0,0,0,2,0,2,-75.540653 39.853872
965,University of Pittsburgh,4041 Fifth Avenue Nordenberg Hall,Pittsburgh,Pennsylvania,15213,Allegheny,4,2,0,275,261,45,587,-79.955252 40.444085
966,LGH-Family Medicine Strasburg,1135 Hampden Drive,Strasburg,Pennsylvania,17579,Lancaster,0,0,0,45,72,80,197,-76.190273 39.984894
967,The Medicine Shoppe 2057,101 W LANCASTER AVE,Reading,Pennsylvania,19607,Berks,0,0,0,0,1206,0,1206,-75.970027 40.304008
968,Certo Dental,2940 Concord Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,18,0,18,-75.412931 39.861321
969,VDI-Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,Dauphin,0,0,0,248,5,10,263,-76.658613 40.271188
970,AHN-AC IM UNITED PHYSICIANS,305 Seventh Street,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,0,69,0,69,-79.766371 40.562297
971,Scranton Prim Hlth Cre Cntr Alder,425 ALDER ST,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,3,23,0,26,-75.665979 41.399796
972,VDI-Thompson Pharmacy Altoona,602 E CHESTNUT AVE,ALTOONA,PA,16601,Blair,0,0,0,221,529,0,750,-78.387468 40.53123
973,Giant (Martins Pharmacy-6547,1661 EASTON RD,Warrington,Pennsylvania,18976,Bucks,0,1,0,7,530,0,538,-75.130146 40.268072
974,VDI-Wiley Pharmacy Of Strasburg,300 HISTORIC DR,Strasburg,PA,17579,Lancaster,0,1,0,79,7,0,87,-76.176672 39.987738
975,VDI-Pine Grove Pharmacy,10 East Pottsville Str,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,20,197,37,254,-76.38501 40.552571
976,Lehigh Valley Hospital Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,0,0,0,500,0,806,1306,-75.518672 40.566772
977,Compr Hlh Srvs Lehigh Vlly,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,10,30,0,40,
978,CHOP Care Network-Drexel Hill,2100 Keystone Avenue,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,0,486,0,486,-75.28396 39.954663
979,AHOLD USA-GIANT PHARMACY 6023,700 NUTT RD,Phoenixville,Pennsylvania,19460,Chester,0,0,0,7,505,0,512,-75.534998 40.132154
980,Marathon Health-Wyalusing,41913 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,4,0,50,54,
981,Compliance Navig Specs DBA CNS Occ,58 Copperfield Cir,Lititz,Pennsylvania,17543,Lancaster,0,0,0,75,158,0,233,-76.308149 40.173971
982,MON-VALE PRIMARY CARE PRACTICES INC,447 West Main Street,Monongahela,Pennsylvania,15063,Washington,0,0,0,166,0,200,366,-79.927457 40.203701
983,WellSpan Family Medicine Chanceford,10 Muddy Creek Forks Road,Brogue,Pennsylvania,17309,York,0,0,0,0,112,0,112,-76.4848 39.871314
984,Wellspan Fam Medic Spring Grove,430 North Main Street,Spring Grove,Pennsylvania,17362,York,0,0,6,64,191,74,335,-76.862402 39.884143
985,Apple Ridge Family Medicine,1311 Biglerville Rd,Gettysburg,Pennsylvania,17325,Adams,0,0,0,191,558,0,749,-77.237265 39.860648
986,Granite Farms Estate,1343 W. Baltimore Pike,Media,Pennsylvania,19063-553,Delaware,0,0,0,4,0,0,4,-75.450512 39.907824
987,AHN-SVMG FM HWP WEST,4247 West Ridge Road,Erie,Pennsylvania,16506,Erie,0,0,0,0,54,0,54,-80.1714 42.076955
988,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,FAIRLESS HILLS,PA,19030,Bucks,0,0,0,4,1046,0,1050,-74.85226 40.171296
989,Erie County Health Department,606 West 2nd Street,Erie,Pennsylvania,16507,Erie,0,0,0,2778,7,1414,4199,-80.101478 42.128291
990,Warren St Hosp Employee Hth,33 Main Dr.,Warren,Pennsylvania,16365,Warren,0,0,0,0,16,0,16,-79.141997 41.879427
991,AHN-Pediatrics Edgewood,1789 South Braddock Avenue Edgewood Towne Center,Pittsburgh,Pennsylvania,15218,Allegheny,0,0,0,0,216,0,216,
992,GIANT PHARMACY-6331,5301 SIMPSON FERRY ROAD,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,11,570,0,581,-76.993636 40.215631
993,CCN America LP,333 Penn Center Blvd,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,18,5,0,23,-79.811859 40.427729
994,Chester County Hospital,PHARMACY 701 EAST MARSHALL STREET,WEST CHESTER,PENNSYLVANIA,19380,Chester,0,0,0,0,180,0,180,
995,The Medicine Shoppe Oakmont,215 Allegheny ave,Oakmont,Pennsylvania,15139,Allegheny,0,0,0,22,0,0,22,-79.843549 40.514374
996,Christine Meyer MD and Associates,750 W. Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,0,179,0,179,-75.664406 40.021433
997,VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,Nanty Glo,Pennsylvania,15943,Cambria,0,0,0,0,234,0,234,-78.835826 40.470549
998,Heritage Valley Hlth Sys Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,7,0,7,-80.178756 40.543523
999,Janssen Springhouse,1400 McKean Road,Spring House,Pennsylvania,19477,Montgomery,0,0,0,0,11,0,11,
1000,GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,EXTON,PA,19341,Chester,0,0,0,55,1875,67,1997,-75.62932 40.033335
1001,VaxCare-Hometn Hth Cre of NEPA Inc,921 Drinker Turnpike,Moscow,Pennsylvania,18444,Lackawanna,0,0,0,0,39,35,74,-75.514251 41.310339
1002,Adagio Health-Seneca,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,0,0,0,419,121,247,787,-79.703532 41.381847
1003,Gwynedd-Mercy University,1325 Sumneytown Pike P.O. Box 901,Gwynedd Valley,Pennsylvania,19437,Montgomery,0,0,0,26,4,0,30,-75.241 40.193
1004,UPMC-SMFHC-Bloomfield Garfield,5475 Penn Avenue,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,13,564,0,577,-79.933261 40.464402
1005,WELLSPAN GETTYSBURG HOSPITAL,PHARMACY 147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,2,0,0,175,103,0,280,
1006,GIANT PHARMACY-6505,1375 E BOOT ROAD,West Chester,Pennsylvania,19380,Chester,0,0,0,21,624,149,794,-75.568437 39.997833
1007,Procure Pharmaceutical Services,264 SMITH TOWNSHIP STATE RD,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,61,0,61,-80.403678 40.40292
1008,Torrance State Hospital,121 Longview Drive,Torrance,Pennsylvania,15779,Westmoreland,0,0,0,11,2,40,53,-79.238368 40.415289
1009,VDI-Keller and Munro Pharmacy,127 East Church St,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,909,0,909,-77.444974 41.135987
1010,Central Erie Primary Care.,3413 Cherry Street,Erie,Pennsylvania,16508,Erie,0,0,0,0,1,0,1,-80.082253 42.10018
1011,Ctral Bucks Fam Prac PC Doylestwn,252 W Swamp Rd,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,7,0,7,-75.137894 40.333244
1012,Boswell Pharmacy Services,131 Schoolhouse Rd. PO Box 266,Jennerstown,Pennsylvania,15547,Somerset,3,4,0,140,2,0,149,-79.06147 40.160412
1013,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT 232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,7,0,0,90,704,40,841,
1014,Uniontown Hospital,500 West Berkeley Street,Uniontown,Pennsylvania,15401,Fayette,5,0,0,105,0,1597,1707,-79.737619 39.901996
1015,Primary Care Monroeville,4217 Northern Pike,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,3,6,0,9,-79.758644 40.433589
1016,Lehigh Fam and Geriatric Assoc,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,0,202,110,312,-75.717784 40.8267
1017,Nason Hospital,105 Nason Dr,Roaring Spring,Pennsylvania,16673,Blair,0,0,0,0,16,10,26,-78.388945 40.338067
1018,UPMC-Shadyside,5230 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,119,1119,0,1238,-79.94113 40.45514
1019,SLPG Com Hlth Fam Prac Bethleh,2830 Easton Avenue,Bethlehem (Part-Northampton,Pennsylvania,18017,Northampton,0,0,0,16,334,0,350,-75.342753 40.646673
1020,WellSpan Family Medicine-Wheatlyn,235 Rosedale Dr,Manchester,PA,17345,York,0,0,0,13,138,6,157,-76.725856 40.049036
1021,St Lukes Anderson Campus,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,0,0,0,6,0,0,6,
1022,AHN-AC FM FPMAS JEFFERSON,1200 BROOKS LANE JEFFERSON HILLS,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,34,0,34,
1023,SLPG-Pediatrics-Allentown,501 Cetronia Rd,Allentown,Pennsylvania,18104,Lehigh,0,0,0,26,56,0,82,-75.557662 40.586095
1024,Noxen Medical Center,2888 SR 29 S # 2,Noxen,Pennsylvania,18636,Wyoming,0,0,0,0,168,0,168,
1025,GIANT PHARMACY-6542,950 WALNUT BOTTOM RD,Carlisle,Pennsylvania,17015,Cumberland,0,0,0,27,1296,0,1323,-77.214143 40.183335
1026,Washington County SHC,167 North Main Street,Washington,Pennsylvania,15301,Washington,0,0,0,4,0,0,4,-80.246125 40.173509
1027,The Hometown Pharmacy-Grove City,49 Pine Grove Sq,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,74,352,426,-80.111412 41.167134
1028,Centerville Clinics-Carmichaels,601 West George Street,Carmichaels,Pennsylvania,15320,Greene,0,0,0,0,217,0,217,-79.983217 39.890734
1029,Warminster Medical Associates,350 W. Street  Road,Warminster,Pennsylvania,18974,Bucks,0,0,0,0,96,0,96,-75.090521 40.201422
1030,WellSpan Pharmacy-Ephrata,183 N. Reading Road,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,47,0,22,69,-76.1821 40.188381
1031,AHOLD USA-GIANT PHARMACY-6289,2104 VAN REED ROAD,WEST LAWN,PA,19609,Berks,0,0,0,24,1112,0,1136,-76.000781 40.342179
1032,DCI-Parks Bend,1143 Industrial Park Road,Vandergrift,Pennsylvania,15690,Westmoreland,0,0,0,7,3,0,10,-79.577757 40.630467
1033,KRHC-Cameron County HC-MAIN,90 East 2nd Street,Emporium,Pennsylvania,15834,Cameron,0,0,0,279,0,236,515,-78.23558 41.510155
1034,Wellspan Fam Med Herrs Ridge,820 Chambersburg Road,Gettysburg,Pennsylvania,17325,Adams,5,0,0,5,26,0,36,-77.259876 39.841594
1035,GIANT PHARMACY-6294,1255 CARLISLE ROAD,YORK,PA,17404,York,0,0,0,30,673,200,903,-76.768499 39.964257
1036,PrimeCare Medical Inc,3940 Locust Lane,Harrisburg,Pennsylvania,17112,Dauphin,0,0,0,0,6,745,751,-76.828877 40.290742
1037,Lycoming County SHC,1000 Commerce Park Drive,Williamsport,Pennsylvania,17701,Lycoming,17,0,0,140,8,200,365,-76.98434 41.246575
1038,Tower Health-Exeter Int Med THMG,4885 DeMoss Road,Reading,Pennsylvania,19606,Berks,0,0,0,0,60,42,102,-75.856381 40.305944
1039,WellSpan Fam Med Waynesboro,601 East Main Street 1st Floor,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,20,243,0,263,-77.56815 39.75089
1040,Hatboro Medical Associates,345 N YORK RD PO BOX 606,Hatboro,Pennsylvania,19040,Montgomery,0,0,0,61,6,0,67,-75.104791 40.182948
1041,GIANT PHARMACY-6422,4320 5TH STREET HWY,Temple,Pennsylvania,19560,Berks,0,0,0,64,1099,0,1163,-75.927597 40.399666
1042,15toknow,250 Mall Blvd,King of Prussia,Pennsylvania,19406,Montgomery,0,0,0,0,295,240,535,-75.390941 40.090833
1043,GIANT PHARMACY-6005,6560 CARLISLE PIKE,MECHANICSBURG,PA,17050,Cumberland,0,0,0,624,609,0,1233,-77.029936 40.246134
1044,Lititz Apothecary,100 E Main St,Lititz,Pennsylvania,17543,Lancaster,0,0,0,28,0,0,28,-76.304188 40.156715
1045,Guthrie Medical Group-Wyalusing,41883 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,0,134,0,134,-76.268522 41.669411
1046,Excela Health Westmoreland Hospital,532 West Pittsburgh Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,6,0,66,72,-79.555514 40.301317
1047,AFC Urgent Care Cheltenham,2401 W Cheltenham Ave,Wyncote,Pennsylvania,19095,Montgomery,0,0,0,0,401,1469,1870,-75.157147 40.073482
1048,Heritage Valley Kennedy,25 Heckel Rd.,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,1,3,3,0,7,-80.092873 40.472422
1049,GIANT PHARMACY-6509,737 HUNTINGDON PIKE,HUNTINGDON VALLEY,PA,19006,Montgomery,0,0,0,0,1028,0,1028,-75.093708 40.086465
1050,VDI-Mill Hall Pharmacy Inc,260 Main Street,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,389,330,282,1001,-77.484734 41.103677
1051,VDI-Dubois Drug and Wellness,700 S Brady Street,Du Bois,Pennsylvania,15801,Clearfield,0,8,0,188,2,0,198,-78.771156 41.109337
1052,GIANT PHARMACY-6091,1760 DEKALB PIKE,BLUE BELL,PA,19422,Montgomery,0,0,0,49,985,0,1034,-75.307212 40.149205
1053,Bellefonte Medical Clinic,Bellefonte Medical Clinic 527 Willowbank Street,Bellefonte,Pennsylvania,16823,Centre,0,0,0,73,12,0,85,
1054,Darlings Sugar Grove Hlthmrt Pharm,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,0,293,0,293,-79.341241 41.982825
1055,GIANT PHARMACY-6310,830 NORTH US 15,DILLSBURG,PA,17019,York,0,0,0,13,700,0,713,-77.020421 40.13036
1056,Whitman Pharmacy,4950 YORK RD,Holicong,Pennsylvania,18928,Bucks,0,0,0,0,30,0,30,-75.053823 40.329877
1057,MARTINS PHARMACY-6466,1000 LOGAN BOULEVARD,ALTOONA,PA,16602,Blair,0,0,0,152,575,197,924,-78.401939 40.475136
1058,Wellspan Good Samaritan Hospital,252 S 4th Street,Lebanon,Pennsylvania,17042,Lebanon,3,2,0,59,276,378,718,-76.41735 40.336018
1059,VaxCare-Ultra Care PC,511 Pierce Street,Kingston,Pennsylvania,18704,Luzerne,0,0,0,139,36,2,177,-75.883368 41.257404
1060,MEMORIAL HOSPITAL PHARMACY,1701 Innovation Drive Pharmacy - UPMC Memorial Hospital,York,Pennsylvania,17408,York,0,0,0,66,87,0,153,
1061,Grge L Mrtn MD PC Alrgy and Asthma,Lankenau Med. Bldg West 100 E. Lancaster Ave.,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,61,6,67,
1062,Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,5,520,561,1086,-79.982054 40.372903
1063,Centerville Clinics-Uniontown,86 McClellandtown Rd,Uniontown,Pennsylvania,15401,Fayette,10,0,0,46,560,20,636,-79.735949 39.902346
1064,Woods Service,10 Meadowood Dr,Langhorne,Pennsylvania,19047,Bucks,6,18,0,48,72,0,144,-74.912811 40.169756
1065,FPC-Millersburg Fam Prac Center,100 South 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,32,0,32,-76.962413 40.534461
1066,AHN AC FM Crossroads Fam Prac,1181 STATE ROUTE 356,Leechburg,Pennsylvania,15656,Armstrong,0,6,0,7,0,0,13,-79.628318 40.616191
1067,Conemaugh Memorial Medical Center,1086 FRANKLIN STREET PHARMACY DEPARTMENT,Johnstown,Pennsylvania,15905,Cambria,42,7,0,119,444,0,612,-78.918249 40.305198
1068,Ahmad Wardeh MD,7 Anthra Plaza Route 61,Coal Township,Pennsylvania,17866,Northumberland,0,0,0,0,11,0,11,
